código,descriptor_es,descriptor_en
9877/37,Leucemia mieloide aguda con NPM1 mutado - células nulas,Acute myeloid leukemia with mutated NPM1 - null cells
9877/38,Leucemia mieloide aguda con NPM1 mutado - células NK,Acute myeloid leukemia with mutated NPM1 - NK cells
9877/39,"Leucemia mieloide aguda con NPM1 mutado - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia with mutated NPM1 - cell type not determined or not assigned, or not applicable"
9878/3,Leucemia mieloide aguda con mutación bialélica de CEBPA,Acute myeloid leukemia with biallelic mutation of CEBPA
9878/35,Leucemia mieloide aguda con mutación bialélica de CEBPA - células T,Acute myeloid leukemia with biallelic mutation of CEBPA - T cells
9878/36,Leucemia mieloide aguda con mutación bialélica de CEBPA - células B,Acute myeloid leukemia with biallelic mutation of CEBPA - B cells
9878/37,Leucemia mieloide aguda con mutación bialélica de CEBPA - células nulas,Acute myeloid leukemia with biallelic mutation of CEBPA - null cells
9878/38,Leucemia mieloide aguda con mutación bialélica de CEBPA - células NK,Acute myeloid leukemia with biallelic mutation of CEBPA - NK cells
9878/39,"Leucemia mieloide aguda con mutación bialélica de CEBPA - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia with biallelic mutation of CEBPA - cell type not determined or not assigned, or not applicable"
9879/3,Leucemia mieloide aguda con RUNX1 mutado,Acute myeloid leukemia with mutated RUNX1
9879/35,Leucemia mieloide aguda con RUNX1 mutado - células T,Acute myeloid leukemia with mutated RUNX1 - T cells
9879/36,Leucemia mieloide aguda con RUNX1 mutado - células B,Acute myeloid leukemia with mutated RUNX1 - B cells
9879/37,Leucemia mieloide aguda con RUNX1 mutado - células nulas,Acute myeloid leukemia with mutated RUNX1 - null cells
9879/38,Leucemia mieloide aguda con RUNX1 mutado - células NK,Acute myeloid leukemia with mutated RUNX1 - NK cells
9879/39,"Leucemia mieloide aguda con RUNX1 mutado - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia with mutated RUNX1 - cell type not determined or not assigned, or not applicable"
9891/3,Leucemia monocítica aguda,Acute monocytic leukemia
9891/35,Leucemia monocítica aguda - células T,Acute monocytic leukemia - T cells
9891/36,Leucemia monocítica aguda - células B,Acute monocytic leukemia - B cells
9891/37,Leucemia monocítica aguda - células nulas,Acute monocytic leukemia - null cells
9891/38,Leucemia monocítica aguda - células NK,Acute monocytic leukemia - NK cells
9891/39,"Leucemia monocítica aguda - tipo celular no determinado o no asignado, o no procede","Acute monocytic leukemia - cell type not determined or not assigned, or not applicable"
9895/3,Leucemia mieloide aguda con cambios relacionados con mielodisplasia,Acute myeloid leukemia with myelodysplasia-related changes
9895/35,Leucemia mieloide aguda con cambios relacionados con mielodisplasia - células T,Acute myeloid leukemia with myelodysplasia-related changes - T cells
9895/36,Leucemia mieloide aguda con cambios relacionados con mielodisplasia - células B,Acute myeloid leukemia with myelodysplasia-related changes - B cells
9895/37,Leucemia mieloide aguda con cambios relacionados con mielodisplasia - células nulas,Acute myeloid leukemia with myelodysplasia-related changes - null cells
9895/38,Leucemia mieloide aguda con cambios relacionados con mielodisplasia - células NK,Acute myeloid leukemia with myelodysplasia-related changes - NK cells
9895/39,"Leucemia mieloide aguda con cambios relacionados con mielodisplasia - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia with myelodysplasia-related changes - cell type not determined or not assigned, or not applicable"
9896/3,"Leucemia mieloide aguda, t(8;21)(q22;q22)","Acute myeloid leukemia, t(8;21)(q22;q22)"
9896/35,"Leucemia mieloide aguda, t(8;21)(q22;q22) - células T","Acute myeloid leukemia, t(8;21)(q22;q22) - T cells"
9896/36,"Leucemia mieloide aguda, t(8;21)(q22;q22) - células B","Acute myeloid leukemia, t(8;21)(q22;q22) - B cells"
9896/37,"Leucemia mieloide aguda, t(8;21)(q22;q22) - células nulas","Acute myeloid leukemia, t(8;21)(q22;q22) - null cells"
9896/38,"Leucemia mieloide aguda, t(8;21)(q22;q22) - células NK","Acute myeloid leukemia, t(8;21)(q22;q22) - NK cells"
9896/39,"Leucemia mieloide aguda, t(8;21)(q22;q22) - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia, t(8;21)(q22;q22) - cell type not determined or not assigned, or not applicable"
9897/3,"Leucemia mieloide aguda, anomalías 11q23","Acute myeloid leukemia, 11q23 abnormalities"
9897/35,"Leucemia mieloide aguda, anomalías 11q23 - células T","Acute myeloid leukemia, 11q23 abnormalities - T cells"
9897/36,"Leucemia mieloide aguda, anomalías 11q23 - células B","Acute myeloid leukemia, 11q23 abnormalities - B cells"
9897/37,"Leucemia mieloide aguda, anomalías 11q23 - células nulas","Acute myeloid leukemia, 11q23 abnormalities - null cells"
9897/38,"Leucemia mieloide aguda, anomalías 11q23 - células NK","Acute myeloid leukemia, 11q23 abnormalities - NK cells"
9897/39,"Leucemia mieloide aguda, anomalías 11q23 - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia, 11q23 abnormalities - cell type not determined or not assigned, or not applicable"
9898/1,Mielopoyesis anormal transitoria,Transient abnormal myelopoiesis
9898/3,Leucemia mieloide asociada con el síndrome de Down,Myeloid leukemia associated with Down syndrome
9898/35,Leucemia mieloide asociada con el síndrome de Down - células T,Myeloid leukemia associated with Down syndrome - T cells
9898/36,Leucemia mieloide asociada con el síndrome de Down - células B,Myeloid leukemia associated with Down syndrome - B cells
9898/37,Leucemia mieloide asociada con el síndrome de Down - células nulas,Myeloid leukemia associated with Down syndrome - null cells
9898/38,Leucemia mieloide asociada con el síndrome de Down - células NK,Myeloid leukemia associated with Down syndrome - NK cells
9898/39,"Leucemia mieloide asociada con el síndrome de Down - tipo celular no determinado o no asignado, o no procede","Myeloid leukemia associated with Down syndrome - cell type not determined or not assigned, or not applicable"
9910/3,Leucemia megacararioblástica aguda,Acute megakaryoblastic leukemia
9910/35,Leucemia megacararioblástica aguda - células T,Acute megakaryoblastic leukemia - T cells
9910/36,Leucemia megacararioblástica aguda - células B,Acute megakaryoblastic leukemia - B cells
9910/37,Leucemia megacararioblástica aguda - células nulas,Acute megakaryoblastic leukemia - null cells
9910/38,Leucemia megacararioblástica aguda - células NK,Acute megakaryoblastic leukemia - NK cells
9910/39,"Leucemia megacararioblástica aguda - tipo celular no determinado o no asignado, o no procede","Acute megakaryoblastic leukemia - cell type not determined or not assigned, or not applicable"
9911/3,Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1
9911/35,Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1 - células T,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 - T cells
9911/36,Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1 - células B,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 - B cells
9911/37,Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1 - células nulas,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 - null cells
9911/38,Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1 - células NK,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 - NK cells
9911/39,"Leucemia mieloide aguda (megacararioblástica) con t(1;22)(p13;q13); RBM15-MKL1 - tipo celular no determinado o no asignado, o no procede","Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1 - cell type not determined or not assigned, or not applicable"
9912/3,Leucemia mieloide aguda con BCR-ABL1,Acute myeleoid leukemia with BCR-ABL1
9912/35,Leucemia mieloide aguda con BCR-ABL1 - células T,Acute myeleoid leukemia with BCR-ABL1 - T cells
9912/36,Leucemia mieloide aguda con BCR-ABL1 - células B,Acute myeleoid leukemia with BCR-ABL1 - B cells
9912/37,Leucemia mieloide aguda con BCR-ABL1 - células nulas,Acute myeleoid leukemia with BCR-ABL1 - null cells
9912/38,Leucemia mieloide aguda con BCR-ABL1 - células NK,Acute myeleoid leukemia with BCR-ABL1 - NK cells
9912/39,"Leucemia mieloide aguda con BCR-ABL1 - tipo celular no determinado o no asignado, o no procede","Acute myeleoid leukemia with BCR-ABL1 - cell type not determined or not assigned, or not applicable"
9920/3,Neoplasia mieloide relacionada con tratamiento,Therapy-related myeloid neoplasm
9920/35,Neoplasia mieloide relacionada con tratamiento - células T,Therapy-related myeloid neoplasm - T cells
9920/36,Neoplasia mieloide relacionada con tratamiento - células B,Therapy-related myeloid neoplasm - B cells
9920/37,Neoplasia mieloide relacionada con tratamiento - células nulas,Therapy-related myeloid neoplasm - null cells
9920/38,Neoplasia mieloide relacionada con tratamiento - células NK,Therapy-related myeloid neoplasm - NK cells
9920/39,"Neoplasia mieloide relacionada con tratamiento - tipo celular no determinado o no asignado, o no procede","Therapy-related myeloid neoplasm - cell type not determined or not assigned, or not applicable"
9930/3,Sarcoma mieloide,Myeloid sarcoma
9930/35,Sarcoma mieloide - células T,Myeloid sarcoma - T cells
9930/36,Sarcoma mieloide - células B,Myeloid sarcoma - B cells
9930/37,Sarcoma mieloide - células nulas,Myeloid sarcoma - null cells
9930/38,Sarcoma mieloide - células NK,Myeloid sarcoma - NK cells
9930/39,"Sarcoma mieloide - tipo celular no determinado o no asignado, o no procede","Myeloid sarcoma - cell type not determined or not assigned, or not applicable"
9931/3,Panmielosis aguda con mielofibrosis,Acute panmyelosis with myelofibrosis
9931/35,Panmielosis aguda con mielofibrosis - células T,Acute panmyelosis with myelofibrosis - T cells
9931/36,Panmielosis aguda con mielofibrosis - células B,Acute panmyelosis with myelofibrosis - B cells
9931/37,Panmielosis aguda con mielofibrosis - células nulas,Acute panmyelosis with myelofibrosis - null cells
9931/38,Panmielosis aguda con mielofibrosis - células NK,Acute panmyelosis with myelofibrosis - NK cells
9931/39,"Panmielosis aguda con mielofibrosis - tipo celular no determinado o no asignado, o no procede","Acute panmyelosis with myelofibrosis - cell type not determined or not assigned, or not applicable"
9940/3,"Leucemia de células peludas, NEOM","Hairy cell leukemia, NOS"
9940/35,"Leucemia de células peludas, NEOM - células T","Hairy cell leukemia, NOS - T cells"
9940/36,"Leucemia de células peludas, NEOM - células B","Hairy cell leukemia, NOS - B cells"
9940/37,"Leucemia de células peludas, NEOM - células nulas","Hairy cell leukemia, NOS - null cells"
9940/38,"Leucemia de células peludas, NEOM - células NK","Hairy cell leukemia, NOS - NK cells"
9940/39,"Leucemia de células peludas, NEOM - tipo celular no determinado o no asignado, o no procede","Hairy cell leukemia, NOS - cell type not determined or not assigned, or not applicable"
9945/3,"Leucemia mielomonocítica crónica, NEOM","Chronic myelomonocytic leukemia, NOS"
9945/35,"Leucemia mielomonocítica crónica, NEOM - células T","Chronic myelomonocytic leukemia, NOS - T cells"
9945/36,"Leucemia mielomonocítica crónica, NEOM - células B","Chronic myelomonocytic leukemia, NOS - B cells"
9945/37,"Leucemia mielomonocítica crónica, NEOM - células nulas","Chronic myelomonocytic leukemia, NOS - null cells"
9945/38,"Leucemia mielomonocítica crónica, NEOM - células NK","Chronic myelomonocytic leukemia, NOS - NK cells"
9945/39,"Leucemia mielomonocítica crónica, NEOM - tipo celular no determinado o no asignado, o no procede","Chronic myelomonocytic leukemia, NOS - cell type not determined or not assigned, or not applicable"
9946/3,"Leucemia mielomonocítica juvenil, NEOM","Juvenile myelomonocytic leukemia, NOS"
9946/35,"Leucemia mielomonocítica juvenil, NEOM - células T","Juvenile myelomonocytic leukemia, NOS - T cells"
9946/36,"Leucemia mielomonocítica juvenil, NEOM - células B","Juvenile myelomonocytic leukemia, NOS - B cells"
9946/37,"Leucemia mielomonocítica juvenil, NEOM - células nulas","Juvenile myelomonocytic leukemia, NOS - null cells"
9946/38,"Leucemia mielomonocítica juvenil, NEOM - células NK","Juvenile myelomonocytic leukemia, NOS - NK cells"
9946/39,"Leucemia mielomonocítica juvenil, NEOM - tipo celular no determinado o no asignado, o no procede","Juvenile myelomonocytic leukemia, NOS - cell type not determined or not assigned, or not applicable"
9948/3,Leucemia agresiva de células NK,Aggressive NK-cell leukemia
9948/35,Leucemia agresiva de células NK - células T,Aggressive NK-cell leukemia - T cells
9948/36,Leucemia agresiva de células NK - células B,Aggressive NK-cell leukemia - B cells
9948/37,Leucemia agresiva de células NK - células nulas,Aggressive NK-cell leukemia - null cells
9948/38,Leucemia agresiva de células NK - células NK,Aggressive NK-cell leukemia - NK cells
9948/39,"Leucemia agresiva de células NK - tipo celular no determinado o no asignado, o no procede","Aggressive NK-cell leukemia - cell type not determined or not assigned, or not applicable"
9950/3,Policitemia vera,Polycythemia vera
9950/31,"Policitemia vera - grado I, bien diferenciado","Polycythemia vera - grade I, well differentiated"
9950/32,"Policitemia vera - grado II, moderadamente diferenciado","Polycythemia vera - grade II, moderately differentiated"
9950/33,"Policitemia vera - grado III, pobremente diferenciado","Polycythemia vera - grade III, poorly differentiated"
9950/34,"Policitemia vera - grado IV, indiferenciado","Polycythemia vera - grade IV, undifferentiated"
9950/39,"Policitemia vera - grado o diferenciación sin determinar o sin asignar, o no procede","Polycythemia vera - grade or differentiation not determined or not assigned, or not applicable"
9960/3,"Neoplasia mieloproliferativa, NEOM","Myeloproliferative neoplasm, NOS"
9960/31,"Neoplasia mieloproliferativa, NEOM - grado I, bien diferenciado","Myeloproliferative neoplasm, NOS - grade I, well differentiated"
9960/32,"Neoplasia mieloproliferativa, NEOM - grado II, moderadamente diferenciado","Myeloproliferative neoplasm, NOS - grade II, moderately differentiated"
9960/33,"Neoplasia mieloproliferativa, NEOM - grado III, pobremente diferenciado","Myeloproliferative neoplasm, NOS - grade III, poorly differentiated"
9960/34,"Neoplasia mieloproliferativa, NEOM - grado IV, indiferenciado","Myeloproliferative neoplasm, NOS - grade IV, undifferentiated"
9960/39,"Neoplasia mieloproliferativa, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Myeloproliferative neoplasm, NOS - grade or differentiation not determined or not assigned, or not applicable"
9961/3,Mielofibrosis primaria,Primary myelofibrosis
9961/31,"Mielofibrosis primaria - grado I, bien diferenciado","Primary myelofibrosis - grade I, well differentiated"
9961/32,"Mielofibrosis primaria - grado II, moderadamente diferenciado","Primary myelofibrosis - grade II, moderately differentiated"
9961/33,"Mielofibrosis primaria - grado III, pobremente diferenciado","Primary myelofibrosis - grade III, poorly differentiated"
9961/34,"Mielofibrosis primaria - grado IV, indiferenciado","Primary myelofibrosis - grade IV, undifferentiated"
9961/39,"Mielofibrosis primaria - grado o diferenciación sin determinar o sin asignar, o no procede","Primary myelofibrosis - grade or differentiation not determined or not assigned, or not applicable"
9962/3,Trombocitemia esencial,Essential thrombocythemia
9962/31,"Trombocitemia esencial - grado I, bien diferenciado","Essential thrombocythemia - grade I, well differentiated"
9962/32,"Trombocitemia esencial - grado II, moderadamente diferenciado","Essential thrombocythemia - grade II, moderately differentiated"
9962/33,"Trombocitemia esencial - grado III, pobremente diferenciado","Essential thrombocythemia - grade III, poorly differentiated"
